view,case_id,cohort,point,cell_id,measured_blocks
Q,stress_n18_l2,supplementary,D2/T24/split_complex_float32_v1,cell-8be19992e3de3fbc0efa67a6f76d98b2954063a7aad6ea9f39188d69701ae95f,"[1,2,3,4,5]"
Q,stress_n18_l2,supplementary,D4/T24/split_complex_float32_v1,cell-2becb6f4110c897b3b51c1323d60a99c13b9e58e2121af5a4e543326b1f9fbcc,"[1,2,3,4,5]"
Q,stress_n18_l2,supplementary,D8/T24/split_complex_float32_v1,cell-39aaa6746aeb78e5659df04d9f4447872b59467028d9f4536469066316407f1c,"[1,2,3,4,5]"
Q,stress_n18_l2,supplementary,D16/T24/split_complex_float32_v1,cell-263050a833e74dd792b57c0a1fe80f9477ffc0e3e0cae9a04b01a62a30f4bfa5,"[1,2,3,4,5]"
Q,stress_n18_l2,supplementary,D32/T24/split_complex_float32_v1,cell-7dadd69e1a1ba35ed997f2210b2ac5ee478fd80d8fc42651a9fc0a25adcfde3f,"[1,2,3,4,5]"
Q,stress_n18_l2,supplementary,D64/T24/split_complex_float32_v1,cell-5327094d7b5882a10c8e128ba98e0ffb567c76be485598d332f3dd9e902ef527,"[1,2,3,4,5]"
Q,stress_n18_l2,supplementary,D1/T8/complex_int8_shared_scale_v1,cell-df9f63aebbbe2611ebf3b8a19affbc7b3e8edcdf50bf833d19de949887b6a3ab,"[1,2,3,4,5]"
Q,stress_n18_l2,supplementary,D2/T8/complex_int8_shared_scale_v1,cell-a6420b7a3a77a7130913ceb6d1ab9f13f223e0142d710e2385dcc9d8c1ac4983,"[1,2,3,4,5]"
Q,stress_n18_l2,supplementary,D4/T8/complex_int8_shared_scale_v1,cell-a10ad9eed4a9d27041fcbb771a027ad4a08425d84f4bae1caa46194a9f63e160,"[1,2,3,4,5]"
Q,stress_n18_l2,supplementary,D8/T8/complex_int8_shared_scale_v1,cell-b97244e35f5d6029e9361f43807b89673776acc0aa66537d7461c00fd308ca3b,"[1,2,3,4,5]"
Q,stress_n18_l2,supplementary,D16/T8/complex_int8_shared_scale_v1,cell-3217a2a01e726849a796fb65d5425e1fec97656ba145de1def23fd4f8ecd9565,"[1,2,3,4,5]"
Q,stress_n18_l2,supplementary,D32/T8/complex_int8_shared_scale_v1,cell-7a2c8c24c84991bfa459b9c2d691105eea8e9f911bd0da07f359e2abc566f267,"[1,2,3,4,5]"
Q,stress_n18_l2,supplementary,D64/T8/complex_int8_shared_scale_v1,cell-aac781613e102fddfbe08dd29ff0242360935be7790914a9a1a592c9e188d66f,"[1,2,3,4,5]"
Q,stress_n18_l2,supplementary,D1/T24/complex_int8_shared_scale_v1,cell-603b3c1aaeb264daad24ed742fa23780899f11097bf5bc1f2cadcb6f8d485419,"[1,2,3,4,5]"
Q,stress_n18_l2,supplementary,D2/T24/complex_int8_shared_scale_v1,cell-d8c3cdca6d41ab5607b927422f541f184fde43a45345ae5801b04b858d75c66a,"[1,2,3,4,5]"
Q,stress_n18_l2,supplementary,D4/T24/complex_int8_shared_scale_v1,cell-ec8c35aff50b8a42be8f4626a83f0681ab3fd09fb33f0b1f836d0f62f636f4a2,"[1,2,3,4,5]"
Q,stress_n18_l2,supplementary,D8/T24/complex_int8_shared_scale_v1,cell-e26ecc69d33014457b191cf2925088d26cb28e4312734bf7244cf85bbb67cf02,"[1,2,3,4,5]"
Q,stress_n18_l2,supplementary,D16/T24/complex_int8_shared_scale_v1,cell-97f823a226b26f0937e1d59e61c36adf63d5ad80d99a317c7636d47b8d959e09,"[1,2,3,4,5]"
Q,stress_n18_l2,supplementary,D32/T24/complex_int8_shared_scale_v1,cell-f49e7f228421f6a6167eddaedbe808848e774f9cce661f9c4148521c202fa290,"[1,2,3,4,5]"
Q,stress_n18_l2,supplementary,D64/T24/complex_int8_shared_scale_v1,cell-34417be4a4642d6e961a88dcbed7c8d7bb2425bde4cd81e8ff93be63630fa692,"[1,2,3,4,5]"
Q,ghz_n18,supplementary,D1/T8/split_complex_float32_v1,cell-bfcc10596c6aac899b930f1c42e2b9003aaa9e98d14f94fd366d4d197f9c2c4a,"[1,2,3,4,5]"
Q,ghz_n18,supplementary,D2/T8/split_complex_float32_v1,cell-408fb591720c4f40a85f869de89a5eb15005fd55abf339fe3c91faa7c20ee017,"[1,2,3,4,5]"
Q,ghz_n18,supplementary,D4/T8/split_complex_float32_v1,cell-15e53a1bc79558087639bbb1e781f9019af28c76305e279401e7e1be33b746f3,"[1,2,3,4,5]"
Q,ghz_n18,supplementary,D8/T8/split_complex_float32_v1,cell-2a1ca6d365084adabe0fe9a5d2f9fa470c805956fbecf0a89be0825f6ff8a6f3,"[1,2,3,4,5]"
Q,ghz_n18,supplementary,D16/T8/split_complex_float32_v1,cell-51adb34cdf080621c8a77eece8bf9b6e5c5acaec86c1864576d0eb674057e82f,"[1,2,3,4,5]"
Q,ghz_n18,supplementary,D32/T8/split_complex_float32_v1,cell-d057c7ad8f639c1066db883eb3fc9b6a9460ae2163509efc8fce7ef4d426d568,"[1,2,3,4,5]"
Q,ghz_n18,supplementary,D64/T8/split_complex_float32_v1,cell-899956312ae474d607797c2146993476afd0a10be0f746b3e3c091e0459acffc,"[1,2,3,4,5]"
Q,ghz_n18,supplementary,D1/T24/split_complex_float32_v1,cell-1aa2c1c34aa6e272efaed3c4e6b382baaad2f787e5a72a795e06bf1bfd591fa1,"[1,2,3,4,5]"
Q,ghz_n18,supplementary,D2/T24/split_complex_float32_v1,cell-316b7bdab59d087f9928d04d7643472e7bca57e149a88124971d1ac3b589cdf9,"[1,2,3,4,5]"
Q,ghz_n18,supplementary,D4/T24/split_complex_float32_v1,cell-40d3d07e707ada7579034721b24f858fa3503cbc410d2cedc5a6506af7a15ee8,"[1,2,3,4,5]"
Q,ghz_n18,supplementary,D8/T24/split_complex_float32_v1,cell-0b86a2da7220eb78201bd1f0527b6e2320e7e9ebd6da708169790c13d8ba91d4,"[1,2,3,4,5]"
Q,ghz_n18,supplementary,D16/T24/split_complex_float32_v1,cell-ef1ee85b507c814bdf6abf03e8d955ab435441dcc06043b403391b276c3a5d66,"[1,2,3,4,5]"
Q,ghz_n18,supplementary,D32/T24/split_complex_float32_v1,cell-855e1d343118f007936603c517816d3dbf9c47c8f9486ed9e3cf082c522334c1,"[1,2,3,4,5]"
Q,ghz_n18,supplementary,D64/T24/split_complex_float32_v1,cell-757100a9fc002cdaef830dd9ec210d6618b75274167aa91cab00e8f3b925566d,"[1,2,3,4,5]"
Q,ghz_n18,supplementary,D1/T8/complex_int8_shared_scale_v1,cell-6b9fcf2aedfc87ad0678c7c70af12b49904118b385829b1eda2da8577fd4983f,"[1,2,3,4,5]"
Q,ghz_n18,supplementary,D2/T8/complex_int8_shared_scale_v1,cell-65154e2e1016b92d2da27aabf61a6fdeca87300340749bacd2e643251fe3577a,"[1,2,3,4,5]"
Q,ghz_n18,supplementary,D4/T8/complex_int8_shared_scale_v1,cell-c7913c79b966a426b0e9c9540271a4d65573a16b942ba44e315d8f5e2d246e90,"[1,2,3,4,5]"
Q,ghz_n18,supplementary,D8/T8/complex_int8_shared_scale_v1,cell-b7e3ece906eb2f04b2bad735c1892a6360c90c6b1739f0dc8a24563370b055df,"[1,2,3,4,5]"
Q,ghz_n18,supplementary,D16/T8/complex_int8_shared_scale_v1,cell-599ad393dcec58699b19b19e25a7b1d216065da88e9e356126c39b00a5923a2c,"[1,2,3,4,5]"
Q,ghz_n18,supplementary,D32/T8/complex_int8_shared_scale_v1,cell-ae0c6245f1ec408707838bf5fd5ac25cc0a4c442ed3ee0352f5b262d92bec102,"[1,2,3,4,5]"
Q,ghz_n18,supplementary,D64/T8/complex_int8_shared_scale_v1,cell-3e3caf145c10f8352b728600b1501ceb0ce6d3cfe0f69bbdac2b0ce8d499f771,"[1,2,3,4,5]"
Q,ghz_n18,supplementary,D1/T24/complex_int8_shared_scale_v1,cell-974377b6e0b575bfb01c88ef185c05125e105579ca31cf6ddcfbfbd83274110b,"[1,2,3,4,5]"
Q,ghz_n18,supplementary,D2/T24/complex_int8_shared_scale_v1,cell-ae53afd85c4870444496d5a7ca32891b894f507daae8d0a020992c46c0e7d532,"[1,2,3,4,5]"
Q,ghz_n18,supplementary,D4/T24/complex_int8_shared_scale_v1,cell-6b0ad9a82bdf6c8a6b12164fbea6b8b1047f3e799ed25f352243da021f9a45bb,"[1,2,3,4,5]"
Q,ghz_n18,supplementary,D8/T24/complex_int8_shared_scale_v1,cell-f73602bdec8adfcf380ce957139b4a08216b191f0681b6f5d60cdeb2a670b2f0,"[1,2,3,4,5]"
Q,ghz_n18,supplementary,D16/T24/complex_int8_shared_scale_v1,cell-19d87aaf3f61443d06f0c24e1c2013ee83dab3239030593eabbf66d4df4fcfa0,"[1,2,3,4,5]"
Q,ghz_n18,supplementary,D32/T24/complex_int8_shared_scale_v1,cell-ed416fc845613436b15c82d62cc918542581219d30286e123cec4aa6a81af8ec,"[1,2,3,4,5]"
Q,ghz_n18,supplementary,D64/T24/complex_int8_shared_scale_v1,cell-dbc48b65b71404b635b39ba35b98730c2ad0fe3c29482b2e3a921211cc890f87,"[1,2,3,4,5]"
